x,y,yaw,s,km,kf
24.985409461546713,20.023014323109663,0.5188556977311873,34.54839855195296,0.05838479505749155,-0.1432547118313409
30.057577077100152,20.003163099541077,0.518747903341144,38.242145182416245,0.04592242915127119,-0.1021522742065902
10.06797174712479,0.024309596105594883,0.28405304966371325,10.000798211272368,0.0007513726114540463,0.1617667964217432
15.053913205260114,0.01920388313121832,0.2745949872615405,15.003432184285385,0.00028792122572566023,0.10643788831225157
20.039547448820095,0.01469934310511575,0.2705981836567868,20.00592583836895,0.0001389290040315162,0.07945075347229796
24.927806833241746,-0.015024201437041435,0.2633293105037726,24.905109100744387,-5.3027196335234914e-05,0.0629226908895548
30.010470733133012,0.006048725660495753,0.26714359203754556,30.009177891918505,4.04325019755186e-05,0.05279126160214476
9.997018536769161,4.99395240917424,0.23813783309722192,11.552523811782564,0.12026802097543078,-0.35418240621345787
14.910772858566684,4.968909526088234,0.26664743090640863,15.966342113571015,0.06062674091020575,-0.1430778436210968
19.965473285220437,4.990255317413212,0.2631693606018679,20.756918305700545,0.03553471387670488,-0.06621161488901808
25.018856443349318,4.99910189102997,0.25809488896142163,25.60924817050922,0.023180237133397473,-0.031953122833038985
29.919828599576682,4.972877559529284,0.2620311310761747,30.414715729443955,0.016297936405238023,-0.013409720094676246
10.031392768911036,10.00394011606926,0.24704739356840832,15.770756083313696,0.14768202900438052,-0.4888594832313494
14.945836376895056,9.997257596742857,0.23867342633205402,19.002522167591902,0.09294907768713757,-0.28975017297776867
19.909805052784417,9.970184157750397,0.25789391080907453,23.091830187242575,0.060245494503620385,-0.1754678291210779
24.91422065744687,9.96614464790935,0.25859621333783345,27.44544672887216,0.041624238597550496,-0.10977356721787492
29.92485587952976,9.96766547044448,0.2582510819330923,32.020257209545065,0.03016434170861608,-0.07184952024384497
10.013526707679347,14.97743034092929,0.27082407433597844,21.380815401531077,0.13576850162673282,-0.4610265161886552
15.068506354871328,15.00998603656504,0.2404553270754688,23.619047483476322,0.09891930466252298,-0.3284014617233316
20.047013341356497,15.00931887823271,0.251175683601232,26.806788347256255,0.07173268214893527,-0.22739246603443838
24.947333347390018,14.98625208736213,0.23976504655624664,30.500868398156946,0.05315447330342662,-0.16347507706106762
29.917188835299704,14.974249751862665,0.25152756976249613,34.62767492890969,0.0401816357795875,-0.11656770720928393
10.010283914046017,20.002614608228345,0.2565420555685791,27.84621519741738,0.1174047084240407,-0.40685025867274016
15.032607345583392,19.974794103724246,0.26403841961148977,29.091438663325967,0.09441443767968052,-0.32261556220941134
20.00438626469597,19.99187332711822,0.26262981544915576,31.464191758460395,0.07435504150824652,-0.24656132395181435
24.969946292996774,19.986240326910757,0.26847067301162886,34.536856869014834,0.05840015775541472,-0.1859430487303693
30.04912772385494,20.00831224639448,0.2550246005738974,38.22769838092126,0.04598946530498619,-0.14316758592675172
9.999995451887337,-0.00055960927783131,0.003331963521931769,9.97179598310177,-9.73003009187973e-06,0.002070870778278333
14.999997279561798,-0.002469069170466627,0.001891764333811885,14.957563851304785,-3.166371998192637e-05,0.0008882086258770738
19.999997454449485,-0.004151944380586408,0.0014073296451351247,19.94314480152954,-3.086522241562152e-05,0.0005457398763297899
24.99999999950048,0.00011568089060379056,-8.622261616686444e-06,24.9269231905509,5.574372836958746e-07,-4.281346583300764e-06
29.999996855755004,-0.007460028849860475,0.001068087539832785,29.914133482011618,-2.4960031889414996e-05,0.0003118237081323194
9.954400181513797,4.986154385776733,-0.008325701831590315,11.594848705677146,0.1195643032628532,-0.4808548946837677
15.076819530466052,5.006450667376029,-0.011325915735878045,16.17359382052692,0.05945630113300559,-0.24250301793385337
19.95345051669964,4.984177934173054,-0.0032678485935559998,20.706137979500728,0.03559584279236096,-0.1411943931755531
25.02056742118469,4.98268190070181,-0.010002204012458993,25.604275044934358,0.023106985021389314,-0.09366655043262136
30.030883423098203,4.999191588145572,-0.002034498678495922,30.56411023071656,0.01620496006379214,-0.06536822826923958
10.00073043900797,9.99703623874309,9.246506516502606e-05,15.815774386000392,0.14800310440422254,-0.5621668583528362
14.944692032316125,9.97631234123315,-0.025285985153110868,19.108449123927553,0.09235658850751453,-0.36650480311151495
19.915176027541712,9.975333999947962,-0.0068431897276513,23.1771120579539,0.05998980432154951,-0.24180361374096457
24.93542623233542,9.973045056787319,-0.008226568747872864,27.515412220110466,0.04153573601487835,-0.16614041048718023
30.05732563396365,10.012107065980661,0.00048007376191794293,32.28626867664299,0.029854721172780038,-0.11994145441982924
9.969951274613415,14.975337428776392,0.038376927906754954,21.580689191098543,0.13485271220394512,-0.5169415168166838
15.064433606821705,14.993248572500294,-0.0228175640597974,23.805849188760455,0.09823007366657063,-0.3872380533425114
19.97058212743961,14.996669190477572,0.009224457138784281,26.943413960276494,0.07148880253337894,-0.2809169819380588
25.000043657024122,14.998562473111782,0.00021970809294025173,30.758650685588353,0.052592419339258116,-0.20962165236582617
29.97959715760773,14.998070930098455,0.0034563807650118683,34.881690393000845,0.03981917662554124,-0.15909185809952098
10.005224129684276,19.999170656023086,-0.0037168072576765354,28.28761521944465,0.11552821268158411,-0.4554031115209749
15.00781381971035,19.973371678079953,0.01349055538167132,29.37274880367106,0.09367228029414691,-0.3678701821715893
20.025326399026895,19.9901576453942,-0.003986853917790967,31.781592187810745,0.07354414784620325,-0.29375820122401686
25.01919696086978,19.994725219582417,-0.00327888433294099,34.80293955334998,0.05797208513239474,-0.22917045258473398
30.026249987525986,19.995280184446163,-0.004068761089318418,38.45745454098882,0.045702291700165334,-0.18295167644334762
9.972541313816128,9.277880021566973e-05,-0.26305785595816067,9.999300511347975,-0.0007868177505257444,-0.15864830109746686
14.95795681152362,0.0009242179573839167,-0.26236376058606714,14.999364944236886,-0.0003508387424335211,-0.10540743290992917
19.94334200249109,0.0015486252458459145,-0.2621207969796413,19.99933976338603,-0.0001984318081839666,-0.07892013158834714
24.929291555352712,0.002403415372454431,-0.26093336844325643,24.900006450803588,-1.378927654504421e-06,-0.06207475020172806
29.914082821014247,0.002419366135035239,-0.26194724223149946,29.99920167931547,-8.990177269213671e-05,-0.052520424630807055
9.95060428558486,4.988157968450845,-0.2740540747305946,11.691533563804038,0.1184249033232689,-0.597620897813699
14.958283615803957,4.99142990016878,-0.2696402248968739,16.11020465117951,0.06018132426751316,-0.3309543454867335
19.919731041618213,4.994277991113947,-0.26152948185227265,20.836620906316973,0.03536511106051502,-0.21452216369241545
24.969762889102114,4.9778428952113885,-0.27242111002522496,25.749183135622875,0.02287742043246574,-0.1544201171323033
29.971999561884516,5.006235622497965,-0.2584464093573864,30.687572494494773,0.01609072983325272,-0.1155159681726293
9.990520428073145,9.999836693168964,-0.2568718877276508,16.007620705449916,0.14655546235056052,-0.6355149431025692
14.922184774877715,9.966535193579928,-0.2930352193655432,19.305936851611563,0.09146136421638015,-0.43900629686900117
19.999041283753883,9.999313713342769,-0.26126543361195953,23.48974746862238,0.05893325226863507,-0.3018960579785289
25.003873005417287,9.998200349121428,-0.26257319807489354,27.836696358230885,0.04095618096225345,-0.21836822094340894
29.909495962188398,9.978938019263314,-0.26991243750931027,32.31246313042552,0.029907864376458815,-0.16791342232688378
9.953196138237605,15.008773404813626,-0.23276018132101495,21.948867377354386,0.1330205959730858,-0.5708165479396945
15.031593593075435,14.985763037778815,-0.2719981914468139,24.127828474295505,0.09689815265361285,-0.44129805825661583
19.94543683239372,15.010280189632363,-0.24136006773525853,27.267636387010995,0.07061485606238935,-0.3321190528133101
24.972492073404712,15.004951224555215,-0.2539538431330315,31.085988247706585,0.05196765844566852,-0.25647650434454045
30.043604045459706,14.985923581321105,-0.2706082853321057,35.232119824808976,0.0393284944371133,-0.201680603166008
9.951365339974698,20.00808440260514,-0.23816766318289728,28.789467631979036,0.11367276893183417,-0.4931293612936736
15.032438411119022,19.97408292987711,-0.25256248553553107,29.834135946958604,0.0922244359778818,-0.4094610832341717
20.06901326089246,19.97283938436748,-0.2809783209454091,32.2325679279237,0.07242705683402956,-0.33595513895840223
24.97546932635448,20.000355575647916,-0.2528295425155518,35.25398564070239,0.05717215201050038,-0.2693779197458278
30.08180691726383,19.972714907910085,-0.279476734673179,38.913451392482294,0.045070098740273366,-0.22069843910144377
