x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
9.975352133559392,0.0482183513545736,0.5660837104214496,10.00000000000002,0.0015736624607596847,0.31729782170754367
15.021899857204536,0.023109001221800096,0.541061424167431,15.128443053611093,0.0006480950273134919,0.20847475849103875
20.062147834064536,0.0406648159648112,0.5374967866814861,20.205553097986094,0.000452860235044122,0.15502921850050788
24.924468605496358,-0.04047324014767662,0.5146575311501209,25.16775431470035,6.940620839146646e-05,0.12259452810198132
30.04916850196963,0.03222094629283872,0.5292966793710754,30.33589677310166,0.00026087764325788155,0.10314984700938158
9.975367714155675,4.984442191140779,0.5296277841528676,11.578274128429127,0.12036302887741888,-0.21078579439859135
15.027797742231467,5.037290561602056,0.5174837929121225,16.100382586070662,0.060519878469227996,-0.048504271049540575
19.96334432600456,4.9788323441755145,0.5221641973028515,20.84662360687393,0.03543372672222042,0.008501141401923058
24.97170569359677,4.985439998259501,0.5226508844844004,25.783081357078988,0.023171067175340166,0.029141923986881483
29.934993834901707,4.955230123410257,0.5205292790435649,30.687110127330705,0.016228654181543043,0.03710763596961454
10.016298886119806,9.960168325280895,0.5318285544128445,15.657020474392006,0.14850200054998736,-0.3876502726443989
15.077921297149954,10.002218202213385,0.5099483580162669,19.1304817131774,0.09163588929607935,-0.20512848723825217
20.043071374987804,10.04162593929292,0.5160991921488813,23.218005083131853,0.06002491234838808,-0.10592842709976417
25.01101611486734,10.015644418488831,0.522450897293925,27.610835416565582,0.04144116260547474,-0.05183973523831803
29.98476022629001,9.998155601374343,0.523855604320052,32.26875349100856,0.030016480114003683,-0.02276231392818611
9.968516872004994,14.918511935673472,0.4879388319248017,21.11686771772694,0.13758321713003102,-0.40225687950158445
15.050853864512188,15.0016365502406,0.5133813693840912,23.537251852755947,0.09915262098102924,-0.26369067189820516
19.946451927471,15.004527018926861,0.5256718971432464,26.728369547561275,0.07210857877318544,-0.1694249244601229
24.951901169194848,14.949443854947436,0.5310312876188634,30.578534369952298,0.052859962279336994,-0.10785611298664102
30.05254063182438,15.005926936258275,0.5201847673782867,34.83664340503202,0.039857498173744496,-0.06970136675398206
9.962923543345545,19.972821529685838,0.5345122285959758,27.548138915743536,0.11860125274911318,-0.3540558945509052
15.049614790754479,20.015029531558103,0.5116966693408838,28.935969670766188,0.09497033566080755,-0.27143286748472045
19.976888437710045,20.004039804668547,0.5172522715257184,31.31327866418041,0.07479217106617109,-0.19815490034587235
